orderid,orderdate,ordertime,customerid,customername,customercity,customerphone,customeremail,tablenumber,partysize,itemordered,category,itemprice_egp,quantity,discount_egp,paymentmethod,subtotal_egp,vat_egp,servicecharge_egp,deliveryfee_egp,totalbeforetip_egp,tip_egp,total_egp,ordertype,servername,loyaltypointsearned,feedbackrating,branchid,branchcity,branchmanager
ORD000097,2025-04-19,14:09:37,CUST9810,Rania Hassan,Ismailia,1187950994,rania.hassan@example.com,38.0,2,Rice with Vermicelli,Food,28,2,0.0,Cash,56,7.84,6.72,0,70.56,0.0,70.56,Dine-in,Laila,1,4,B002,Giza,Mrs. Salma
ORD000098,2025-03-05,08:38:53,CUST6287,Rania Zaki,Ismailia,1149780231,rania.zaki@example.com,2.0,3,Mahshi (Stuffed Vegetables),Food,70,3,0.0,Cash,210,29.4,25.2,0,264.6,6.03,270.63,Dine-in,Mona,5,3,B001,Cairo,Mr. Hassan
ORD000099,2025-07-15,03:49:47,CUST8222,Mona Fouad,Minya,1174806485,mona.fouad@example.com,36.0,3,Bottled Water,Drink,8,1,1.2,Mobile Wallet,8,1.12,0.96,0,8.88,0.0,8.88,Dine-in,Dina,0,1,B005,Tanta,Mr. Omar
ORD000100,2025-04-12,19:47:35,CUST8231,Sara Hafez,Giza,1180542438,sara.hafez@example.com,28.0,1,Turkish Coffee,Drink,20,1,0.0,Cash,20,2.8,2.4,0,25.2,14.44,39.64,Dine-in,Karim,0,5,B004,Mansoura,Mrs. Laila
ORD000101,2025-04-23,19:34:49,CUST9049,Aya Hafez,Ismailia,1094081951,aya.hafez@example.com,0.0,3,Shawarma Sandwich,Food,50,4,0.0,Cash,200,28.0,24.0,15,267.0,0.0,267.0,Delivery,Hassan,5,1,B005,Tanta,Mr. Omar
ORD000102,2025-02-16,21:22:00,CUST1591,Dina Mahmoud,Alexandria,1213081333,dina.mahmoud@example.com,0.0,3,Sahlab,Drink,35,2,0.0,Mobile Wallet,70,9.8,8.4,15,103.2,0.0,103.2,Delivery,Salma,2,1,B005,Tanta,Mr. Omar
ORD000103,2024-09-23,23:08:38,CUST7298,Fatma Fouad,Cairo,1076904158,fatma.fouad@example.com,41.0,1,Shawarma Sandwich,Food,50,2,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Amr,2,2,B003,Alexandria,Mr. Karim
ORD000104,2025-06-17,09:47:45,CUST8392,Aya Sayed,Ismailia,1295235819,aya.sayed@example.com,19.0,8,Soft Drink (Can),Drink,18,1,0.0,Card,18,2.52,2.16,0,22.68,27.47,50.15,Dine-in,Omar,1,3,B004,Mansoura,Mrs. Laila
ORD000105,2025-06-02,11:50:50,CUST7020,Nadia Hafez,Ismailia,1116670580,nadia.hafez@example.com,47.0,2,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Salma,2,3,B003,Alexandria,Mr. Karim
ORD000106,2025-06-26,06:21:00,CUST2074,Khaled Mostafa,Minya,1282002332,khaled.mostafa@example.com,43.0,4,Mixed Grill Plate,Food,140,1,0.0,Card,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Salma,3,3,B005,Tanta,Mr. Omar
ORD000107,2025-07-02,19:27:25,CUST4746,Aya Hafez,Suez,1194554626,aya.hafez@example.com,11.0,5,Fresh Juice (Mango),Drink,40,1,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Salma,1,2,B001,Cairo,Mr. Hassan
ORD000108,2025-08-18,03:06:33,CUST8548,Dina Ali,Suez,1110614102,dina.ali@example.com,0.0,3,Sahlab,Drink,35,4,0.0,Cash,140,19.6,16.8,0,176.4,0.0,176.4,Takeaway,Salma,3,3,B003,Alexandria,Mr. Karim
ORD000109,2024-12-21,13:54:53,CUST8055,Rania Naguib,Zagazig,1214251180,rania.naguib@example.com,23.0,1,Iced Tea,Drink,22,2,0.0,Cash,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Omar,1,4,B004,Mansoura,Mrs. Laila
ORD000110,2024-11-21,00:39:23,CUST1134,Mohamed Fathy,Mansoura,1133114350,mohamed.fathy@example.com,0.0,8,Sahlab,Drink,35,2,0.0,Card,70,9.8,8.4,0,88.2,0.0,88.2,Takeaway,Laila,1,2,B005,Tanta,Mr. Omar
ORD000111,2025-01-18,02:32:18,CUST5417,Aya Hafez,Cairo,1085460982,aya.hafez@example.com,0.0,1,Basbousa (Dessert),Dessert,30,2,6.0,Cash,60,8.4,7.2,15,84.6,0.0,84.6,Delivery,Hassan,1,3,B003,Alexandria,Mr. Karim
ORD000112,2024-09-26,20:53:04,CUST4030,Salma Karim,Tanta,1056092741,salma.karim@example.com,15.0,5,Shawarma Sandwich,Food,50,1,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Salma,1,2,B004,Mansoura,Mrs. Laila
ORD000113,2025-05-16,19:56:45,CUST6416,Youssef Karim,Giza,1029090624,youssef.karim@example.com,16.0,3,Bottled Water,Drink,8,1,0.8,Cash,8,1.12,0.96,0,9.28,0.0,9.28,Dine-in,Karim,0,5,B004,Mansoura,Mrs. Laila
ORD000114,2025-08-10,06:58:53,CUST7230,Fatma Yassin,Zagazig,1016860211,fatma.yassin@example.com,34.0,2,Grilled Chicken Half,Food,75,1,0.0,Card,75,10.5,9.0,0,94.5,0.0,94.5,Dine-in,Dina,1,1,B003,Alexandria,Mr. Karim
ORD000115,2025-05-21,06:56:57,CUST8067,Mohamed Yassin,Fayoum,1220847701,mohamed.yassin@example.com,38.0,2,Fattah,Food,90,1,9.0,Cash,90,12.6,10.8,0,104.4,0.0,104.4,Dine-in,Salma,2,4,B001,Cairo,Mr. Hassan
ORD000116,2025-09-11,15:31:11,CUST7846,Omar Fathy,Alexandria,1224449015,omar.fathy@example.com,27.0,2,Grilled Chicken Half,Food,75,1,0.0,Cash,75,10.5,9.0,0,94.5,8.04,102.54,Dine-in,Dina,2,4,B003,Alexandria,Mr. Karim
ORD000117,2025-03-01,05:19:47,CUST3732,Nadia Mahmoud,Giza,1066950588,nadia.mahmoud@example.com,0.0,3,Fresh Juice (Orange),Drink,30,3,9.0,Cash,90,12.6,10.8,30,134.4,0.0,134.4,Delivery,Amr,2,5,B002,Giza,Mrs. Salma
ORD000118,2024-10-20,10:25:54,CUST8069,Laila Hassan,Mansoura,1290223665,laila.hassan@example.com,22.0,6,Basbousa (Dessert),Dessert,30,5,0.0,Mobile Wallet,150,21.0,18.0,0,189.0,16.55,205.55,Dine-in,Karim,4,2,B004,Mansoura,Mrs. Laila
ORD000119,2025-03-08,00:45:57,CUST4728,Mona Ibrahim,Mansoura,1140756225,mona.ibrahim@example.com,0.0,4,Karkade (Hibiscus Tea),Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Takeaway,Mona,0,3,B002,Giza,Mrs. Salma
ORD000120,2024-10-10,02:01:03,CUST3379,Aya Farid,Mansoura,1149967346,aya.farid@example.com,24.0,1,Arabic Coffee,Drink,25,2,7.5,Cash,50,7.0,6.0,0,55.5,17.66,73.16,Dine-in,Dina,1,4,B004,Mansoura,Mrs. Laila
ORD000121,2025-03-18,01:39:33,CUST4027,Rania Farid,Giza,1054457665,rania.farid@example.com,19.0,3,Iced Tea,Drink,22,2,0.0,Cash,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Salma,1,3,B002,Giza,Mrs. Salma
ORD000122,2025-03-06,03:42:16,CUST7103,Laila Fouad,Giza,1097667521,laila.fouad@example.com,0.0,1,Bottled Water,Drink,8,1,0.0,Cash,8,1.12,0.96,0,10.08,0.0,10.08,Takeaway,Amr,0,2,B005,Tanta,Mr. Omar
ORD000123,2024-11-01,10:01:50,CUST8662,Rania Ibrahim,Minya,1118620974,rania.ibrahim@example.com,0.0,2,Falafel Sandwich,Food,25,2,0.0,Card,50,7.0,6.0,30,93.0,6.88,99.88,Delivery,Laila,1,2,B005,Tanta,Mr. Omar
ORD000124,2024-11-17,07:30:09,CUST3567,Mona Farid,Suez,1063293861,mona.farid@example.com,37.0,5,Rice with Vermicelli,Food,28,3,0.0,Card,84,11.76,10.08,0,105.84,0.0,105.84,Dine-in,Hassan,2,3,B002,Giza,Mrs. Salma
ORD000125,2025-04-25,06:05:05,CUST9418,Ibrahim Fathy,Cairo,1196364990,ibrahim.fathy@example.com,0.0,2,Sahlab,Drink,35,3,0.0,Card,105,14.7,12.6,15,147.3,14.6,161.9,Delivery,Hassan,3,1,B002,Giza,Mrs. Salma
ORD000126,2024-09-20,03:48:42,CUST3145,Amr Naguib,Suez,1085223845,amr.naguib@example.com,32.0,3,Molokhia with Rice,Food,60,3,0.0,Card,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Hassan,4,2,B005,Tanta,Mr. Omar
ORD000127,2025-01-18,16:17:48,CUST9241,Amr Fathy,Minya,1041908883,amr.fathy@example.com,42.0,4,Lentil Soup,Food,30,1,1.5,Cash,30,4.2,3.6,0,36.3,0.0,36.3,Dine-in,Dina,0,3,B001,Cairo,Mr. Hassan
ORD000128,2025-04-14,05:16:44,CUST3395,Laila Yassin,Minya,1277778425,laila.yassin@example.com,7.0,1,Grilled Chicken Half,Food,75,1,0.0,Card,75,10.5,9.0,0,94.5,35.5,130.0,Dine-in,Dina,2,1,B002,Giza,Mrs. Salma
ORD000129,2024-12-21,20:33:09,CUST5600,Amr Hassan,Giza,1251675192,amr.hassan@example.com,0.0,1,Fattah,Food,90,2,0.0,Card,180,25.2,21.6,15,241.8,31.98,273.78,Delivery,Salma,5,1,B004,Mansoura,Mrs. Laila
ORD000130,2025-04-08,23:28:20,CUST2991,Nadia Sayed,Minya,1041884632,nadia.sayed@example.com,35.0,3,Arabic Coffee,Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Amr,1,5,B001,Cairo,Mr. Hassan
ORD000131,2025-03-17,19:07:10,CUST9360,Tamer Naguib,Tanta,1275242156,tamer.naguib@example.com,28.0,2,Molokhia with Rice,Food,60,1,3.0,Cash,60,8.4,7.2,0,72.6,6.76,79.36,Dine-in,Laila,1,1,B004,Mansoura,Mrs. Laila
ORD000132,2024-11-01,04:52:55,CUST8105,Laila Mahmoud,Suez,1113702335,laila.mahmoud@example.com,0.0,3,Karkade (Hibiscus Tea),Drink,25,2,0.0,Cash,50,7.0,6.0,25,88.0,18.0,106.0,Delivery,Mona,2,5,B001,Cairo,Mr. Hassan
ORD000133,2025-05-17,12:29:33,CUST5338,Nour Ali,Tanta,1166413822,nour.ali@example.com,39.0,2,Sahlab,Drink,35,2,0.0,Cash,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Laila,1,4,B004,Mansoura,Mrs. Laila
ORD000134,2024-10-18,06:20:21,CUST4871,Ibrahim Fathy,Giza,1277246547,ibrahim.fathy@example.com,33.0,2,Shawarma Sandwich,Food,50,2,0.0,Cash,100,14.0,12.0,0,126.0,30.98,156.98,Dine-in,Amr,3,4,B005,Tanta,Mr. Omar
ORD000135,2024-12-11,19:59:59,CUST1413,Aya Ali,Ismailia,1071574582,aya.ali@example.com,7.0,1,Fresh Juice (Orange),Drink,30,1,0.0,Cash,30,4.2,3.6,0,37.8,9.89,47.69,Dine-in,Omar,0,4,B001,Cairo,Mr. Hassan
ORD000136,2025-01-13,03:10:28,CUST5868,Amr Fouad,Minya,1076335645,amr.fouad@example.com,28.0,2,Mahshi (Stuffed Vegetables),Food,70,1,3.5,Cash,70,9.8,8.4,0,84.7,0.0,84.7,Dine-in,Omar,1,2,B001,Cairo,Mr. Hassan
ORD000137,2025-02-10,08:29:00,CUST4040,Nour Gaber,Mansoura,1090660222,nour.gaber@example.com,26.0,8,Iced Tea,Drink,22,2,0.0,Mobile Wallet,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Omar,1,4,B003,Alexandria,Mr. Karim
ORD000138,2025-02-11,07:55:09,CUST9825,Tamer Mostafa,Fayoum,1274832029,tamer.mostafa@example.com,0.0,1,Umm Ali (Dessert),Dessert,35,1,0.0,Card,35,4.9,4.2,0,44.1,23.94,68.04,Takeaway,Laila,1,5,B002,Giza,Mrs. Salma
ORD000139,2025-02-20,19:52:26,CUST4719,Sara Yassin,Zagazig,1234310183,sara.yassin@example.com,48.0,6,Soft Drink (Can),Drink,18,3,0.0,Card,54,7.56,6.48,0,68.04,37.73,105.77,Dine-in,Amr,2,3,B005,Tanta,Mr. Omar
ORD000140,2024-12-13,12:02:13,CUST5590,Sara Hassan,Tanta,1060616239,sara.hassan@example.com,48.0,6,Shawarma Sandwich,Food,50,2,0.0,Cash,100,14.0,12.0,0,126.0,10.49,136.49,Dine-in,Laila,2,1,B005,Tanta,Mr. Omar
ORD000141,2024-12-01,15:59:33,CUST1334,Sara Gaber,Giza,1188301137,sara.gaber@example.com,50.0,8,Umm Ali (Dessert),Dessert,35,1,0.0,Card,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Omar,0,5,B004,Mansoura,Mrs. Laila
ORD000142,2025-08-31,05:20:25,CUST5667,Tamer Farid,Ismailia,1290566532,tamer.farid@example.com,4.0,2,Shawarma Sandwich,Food,50,1,2.5,Cash,50,7.0,6.0,0,60.5,0.0,60.5,Dine-in,Amr,1,3,B005,Tanta,Mr. Omar
ORD000143,2025-07-01,09:31:48,CUST2555,Salma Farid,Suez,1223690943,salma.farid@example.com,0.0,7,Basbousa (Dessert),Dessert,30,4,18.0,Card,120,16.8,14.4,0,133.2,0.0,133.2,Takeaway,Dina,2,4,B002,Giza,Mrs. Salma
ORD000144,2024-10-24,15:48:33,CUST7683,Youssef Zaki,Giza,1090044457,youssef.zaki@example.com,0.0,8,Mixed Grill Plate,Food,140,2,0.0,Card,280,39.2,33.6,25,377.8,25.88,403.68,Delivery,Amr,8,2,B004,Mansoura,Mrs. Laila
ORD000145,2025-09-07,18:46:33,CUST9308,Sara Karim,Fayoum,1080538895,sara.karim@example.com,0.0,3,Bottled Water,Drink,8,2,0.0,Mobile Wallet,16,2.24,1.92,30,50.16,0.0,50.16,Delivery,Karim,1,1,B001,Cairo,Mr. Hassan
ORD000146,2025-07-11,10:22:49,CUST4394,Ahmed Fathy,Giza,1176270221,ahmed.fathy@example.com,23.0,1,Arabic Coffee,Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Salma,0,4,B001,Cairo,Mr. Hassan
ORD000147,2025-07-26,11:16:57,CUST4966,Sara Fathy,Fayoum,1254214396,sara.fathy@example.com,0.0,3,Molokhia with Rice,Food,60,3,0.0,Card,180,25.2,21.6,25,251.8,0.0,251.8,Delivery,Dina,5,3,B003,Alexandria,Mr. Karim
ORD000148,2025-04-06,05:27:02,CUST6454,Walid Sayed,Zagazig,1266518812,walid.sayed@example.com,0.0,7,Grilled Chicken Half,Food,75,2,0.0,Mobile Wallet,150,21.0,18.0,0,189.0,0.0,189.0,Takeaway,Karim,3,4,B003,Alexandria,Mr. Karim
ORD000149,2025-06-29,08:34:57,CUST4568,Rania Hafez,Alexandria,1053239132,rania.hafez@example.com,50.0,7,Rice with Vermicelli,Food,28,1,1.4,Card,28,3.92,3.36,0,33.88,24.52,58.4,Dine-in,Mona,1,3,B004,Mansoura,Mrs. Laila
ORD000150,2025-08-20,20:04:15,CUST7897,Fatma Fouad,Giza,1234454088,fatma.fouad@example.com,46.0,1,Molokhia with Rice,Food,60,1,6.0,Cash,60,8.4,7.2,0,69.6,0.0,69.6,Dine-in,Mona,1,2,B005,Tanta,Mr. Omar
ORD000151,2024-12-24,14:56:01,CUST6215,Laila Karim,Zagazig,1139209542,laila.karim@example.com,50.0,1,Grilled Chicken Half,Food,75,3,33.75,Cash,225,31.5,27.0,0,249.75,0.0,249.75,Dine-in,Hassan,4,5,B004,Mansoura,Mrs. Laila
ORD000152,2025-06-15,02:00:25,CUST6011,Aya Fouad,Fayoum,1272386266,aya.fouad@example.com,9.0,3,Iced Tea,Drink,22,2,6.6,Card,44,6.16,5.28,0,48.84,0.0,48.84,Dine-in,Salma,0,3,B001,Cairo,Mr. Hassan
ORD000153,2025-02-27,10:04:08,CUST7561,Walid Karim,Giza,1038963196,walid.karim@example.com,0.0,2,Basbousa (Dessert),Dessert,30,2,0.0,Card,60,8.4,7.2,25,100.6,0.0,100.6,Delivery,Omar,2,1,B002,Giza,Mrs. Salma
ORD000154,2025-01-14,13:41:54,CUST3172,Fatma Hafez,Alexandria,1246288827,fatma.hafez@example.com,7.0,3,Fresh Juice (Orange),Drink,30,3,0.0,Card,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Amr,2,2,B002,Giza,Mrs. Salma
ORD000155,2025-06-29,17:55:11,CUST4845,Nadia Ali,Tanta,1022635867,nadia.ali@example.com,0.0,3,Turkish Coffee,Drink,20,1,0.0,Cash,20,2.8,2.4,30,55.2,0.0,55.2,Delivery,Omar,1,2,B001,Cairo,Mr. Hassan
ORD000156,2024-11-17,23:33:14,CUST5579,Laila Yassin,Zagazig,1090654516,laila.yassin@example.com,0.0,2,Mixed Grill Plate,Food,140,3,0.0,Mobile Wallet,420,58.8,50.4,30,559.2,0.0,559.2,Delivery,Mona,11,3,B004,Mansoura,Mrs. Laila
ORD000157,2025-01-02,06:33:17,CUST1132,Rania Yassin,Fayoum,1123831157,rania.yassin@example.com,0.0,2,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Card,70,9.8,8.4,15,103.2,0.0,103.2,Delivery,Dina,2,3,B002,Giza,Mrs. Salma
ORD000158,2025-01-12,09:59:14,CUST6321,Sara Hafez,Fayoum,1078259226,sara.hafez@example.com,0.0,4,Umm Ali (Dessert),Dessert,35,1,0.0,Card,35,4.9,4.2,0,44.1,27.51,71.61,Takeaway,Dina,1,4,B003,Alexandria,Mr. Karim
ORD000159,2025-05-15,07:14:40,CUST5377,Fatma Naguib,Fayoum,1233545600,fatma.naguib@example.com,3.0,3,Falafel Sandwich,Food,25,2,0.0,Cash,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Amr,1,5,B002,Giza,Mrs. Salma
ORD000160,2025-07-15,23:58:19,CUST3750,Tamer Ali,Mansoura,1082109744,tamer.ali@example.com,25.0,1,Lentil Soup,Food,30,3,13.5,Card,90,12.6,10.8,0,99.9,28.69,128.59,Dine-in,Salma,2,3,B002,Giza,Mrs. Salma
ORD000161,2025-01-04,18:56:11,CUST3437,Nour Hassan,Minya,1133847090,nour.hassan@example.com,33.0,4,Lentil Soup,Food,30,1,0.0,Cash,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Salma,0,2,B003,Alexandria,Mr. Karim
ORD000162,2024-12-07,22:07:28,CUST8743,Aya Karim,Suez,1168543087,aya.karim@example.com,0.0,3,Iced Tea,Drink,22,2,4.4,Card,44,6.16,5.28,15,66.04,0.0,66.04,Delivery,Karim,1,4,B005,Tanta,Mr. Omar
ORD000163,2024-11-08,17:48:16,CUST6402,Hassan Hassan,Ismailia,1137407585,hassan.hassan@example.com,22.0,4,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Dina,2,5,B003,Alexandria,Mr. Karim
ORD000164,2025-08-25,07:10:50,CUST8857,Ahmed Sayed,Fayoum,1191208321,ahmed.sayed@example.com,0.0,7,Hawawshi,Food,55,2,0.0,Cash,110,15.4,13.2,25,163.6,0.0,163.6,Delivery,Hassan,3,3,B004,Mansoura,Mrs. Laila
ORD000165,2024-11-05,06:23:05,CUST9569,Youssef Hassan,Cairo,1289014370,youssef.hassan@example.com,22.0,2,Karkade (Hibiscus Tea),Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Amr,1,4,B005,Tanta,Mr. Omar
ORD000166,2025-03-05,06:49:22,CUST8040,Ibrahim Farid,Suez,1287764508,ibrahim.farid@example.com,17.0,2,Basbousa (Dessert),Dessert,30,1,0.0,Card,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Amr,0,5,B001,Cairo,Mr. Hassan
ORD000167,2024-10-20,21:18:41,CUST5273,Rania Fathy,Giza,1013532190,rania.fathy@example.com,49.0,2,Fresh Juice (Orange),Drink,30,5,0.0,Mobile Wallet,150,21.0,18.0,0,189.0,0.0,189.0,Dine-in,Mona,3,3,B004,Mansoura,Mrs. Laila
ORD000168,2025-03-23,10:59:41,CUST6873,Nadia Mostafa,Zagazig,1097593071,nadia.mostafa@example.com,22.0,1,Iced Tea,Drink,22,2,0.0,Mobile Wallet,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Omar,1,3,B005,Tanta,Mr. Omar
ORD000169,2025-08-28,06:46:04,CUST3960,Youssef Mahmoud,Mansoura,1191966264,youssef.mahmoud@example.com,0.0,3,Basbousa (Dessert),Dessert,30,2,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Takeaway,Omar,1,3,B001,Cairo,Mr. Hassan
ORD000170,2025-05-26,15:30:09,CUST6490,Nadia Mostafa,Fayoum,1075024805,nadia.mostafa@example.com,22.0,2,Shawarma Sandwich,Food,50,1,0.0,Card,50,7.0,6.0,0,63.0,24.63,87.63,Dine-in,Mona,1,4,B005,Tanta,Mr. Omar
ORD000171,2025-05-04,03:58:09,CUST3749,Hassan Yassin,Ismailia,1050354266,hassan.yassin@example.com,3.0,4,Rice with Vermicelli,Food,28,1,1.4,Card,28,3.92,3.36,0,33.88,0.0,33.88,Dine-in,Amr,0,2,B004,Mansoura,Mrs. Laila
ORD000172,2025-08-23,12:21:55,CUST5929,Walid Yassin,Giza,1265200007,walid.yassin@example.com,49.0,4,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Hassan,1,4,B002,Giza,Mrs. Salma
ORD000173,2025-01-21,08:18:36,CUST9391,Aya Sayed,Cairo,1221352153,aya.sayed@example.com,2.0,4,Shawarma Sandwich,Food,50,2,0.0,Card,100,14.0,12.0,0,126.0,33.23,159.23,Dine-in,Salma,3,1,B003,Alexandria,Mr. Karim
ORD000174,2025-05-25,11:25:22,CUST9252,Aya Ibrahim,Ismailia,1157013536,aya.ibrahim@example.com,0.0,2,Fresh Juice (Mango),Drink,40,1,4.0,Cash,40,5.6,4.8,15,61.4,0.0,61.4,Delivery,Salma,1,3,B003,Alexandria,Mr. Karim
ORD000175,2025-06-08,23:06:24,CUST5608,Youssef Hafez,Fayoum,1164085226,youssef.hafez@example.com,33.0,4,Umm Ali (Dessert),Dessert,35,2,0.0,Card,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Karim,1,2,B002,Giza,Mrs. Salma
ORD000176,2025-02-08,20:58:35,CUST8204,Nadia Karim,Ismailia,1216417911,nadia.karim@example.com,29.0,5,Fattah,Food,90,3,0.0,Cash,270,37.8,32.4,0,340.2,0.0,340.2,Dine-in,Amr,6,2,B004,Mansoura,Mrs. Laila
ORD000177,2025-08-29,14:12:49,CUST3226,Amr Sayed,Minya,1182233668,amr.sayed@example.com,21.0,3,Fresh Juice (Orange),Drink,30,3,0.0,Mobile Wallet,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Laila,2,3,B004,Mansoura,Mrs. Laila
ORD000178,2025-07-15,05:28:31,CUST7133,Rania Mahmoud,Tanta,1242135348,rania.mahmoud@example.com,19.0,4,Soft Drink (Can),Drink,18,3,0.0,Card,54,7.56,6.48,0,68.04,0.0,68.04,Dine-in,Laila,1,3,B001,Cairo,Mr. Hassan
ORD000179,2025-07-07,09:42:09,CUST4932,Dina Mostafa,Ismailia,1184836134,dina.mostafa@example.com,31.0,2,Lentil Soup,Food,30,1,0.0,Cash,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Dina,0,1,B003,Alexandria,Mr. Karim
ORD000180,2025-05-07,15:20:48,CUST8293,Aya Sayed,Tanta,1020204755,aya.sayed@example.com,21.0,4,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Cash,70,9.8,8.4,0,88.2,6.13,94.33,Dine-in,Hassan,1,5,B003,Alexandria,Mr. Karim
ORD000181,2025-07-01,16:06:19,CUST1548,Nadia Ali,Minya,1177946468,nadia.ali@example.com,10.0,2,Hawawshi,Food,55,1,0.0,Cash,55,7.7,6.6,0,69.3,0.0,69.3,Dine-in,Dina,1,4,B003,Alexandria,Mr. Karim
ORD000182,2024-12-22,09:55:26,CUST6602,Fatma Fouad,Mansoura,1227466246,fatma.fouad@example.com,27.0,2,Molokhia with Rice,Food,60,2,0.0,Mobile Wallet,120,16.8,14.4,0,151.2,38.53,189.73,Dine-in,Omar,3,4,B001,Cairo,Mr. Hassan
ORD000183,2025-08-16,02:33:11,CUST2289,Sara Hassan,Mansoura,1188505869,sara.hassan@example.com,49.0,3,Basbousa (Dessert),Dessert,30,1,4.5,Card,30,4.2,3.6,0,33.3,0.0,33.3,Dine-in,Amr,0,3,B001,Cairo,Mr. Hassan
ORD000184,2024-10-21,13:43:00,CUST9972,Mona Hafez,Zagazig,1238861700,mona.hafez@example.com,48.0,7,Lentil Soup,Food,30,4,0.0,Cash,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Amr,3,1,B005,Tanta,Mr. Omar
ORD000185,2025-05-25,12:41:19,CUST7690,Walid Fathy,Cairo,1171949302,walid.fathy@example.com,47.0,3,Umm Ali (Dessert),Dessert,35,1,0.0,Mobile Wallet,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Karim,0,5,B001,Cairo,Mr. Hassan
ORD000186,2025-07-02,09:48:27,CUST7109,Omar Ali,Minya,1190584175,omar.ali@example.com,38.0,2,Fresh Juice (Orange),Drink,30,2,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Salma,1,1,B002,Giza,Mrs. Salma
ORD000187,2025-04-28,21:26:00,CUST4046,Dina Mostafa,Tanta,1052351832,dina.mostafa@example.com,0.0,4,Arabic Coffee,Drink,25,3,0.0,Card,75,10.5,9.0,15,109.5,6.92,116.42,Delivery,Mona,2,2,B001,Cairo,Mr. Hassan
ORD000188,2025-04-12,11:00:23,CUST7365,Amr Hassan,Tanta,1151275753,amr.hassan@example.com,29.0,5,Mahshi (Stuffed Vegetables),Food,70,2,0.0,Card,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Dina,3,2,B003,Alexandria,Mr. Karim
ORD000189,2025-03-13,15:51:34,CUST5902,Nour Zaki,Alexandria,1035229926,nour.zaki@example.com,21.0,3,Hawawshi,Food,55,3,24.75,Cash,165,23.1,19.8,0,183.15,0.0,183.15,Dine-in,Laila,3,2,B003,Alexandria,Mr. Karim
ORD000190,2024-10-19,18:07:29,CUST9802,Nadia Mostafa,Tanta,1174299148,nadia.mostafa@example.com,0.0,1,Grilled Kofta,Food,85,2,0.0,Mobile Wallet,170,23.8,20.4,15,229.2,17.44,246.64,Delivery,Dina,4,2,B003,Alexandria,Mr. Karim
ORD000191,2025-09-02,16:10:19,CUST7855,Hassan Gaber,Giza,1138190740,hassan.gaber@example.com,0.0,6,Karkade (Hibiscus Tea),Drink,25,2,0.0,Cash,50,7.0,6.0,30,93.0,0.0,93.0,Delivery,Dina,1,5,B005,Tanta,Mr. Omar
ORD000192,2024-10-10,08:33:22,CUST9560,Nour Naguib,Giza,1084356696,nour.naguib@example.com,0.0,2,Fresh Juice (Orange),Drink,30,3,0.0,Mobile Wallet,90,12.6,10.8,25,138.4,0.0,138.4,Delivery,Karim,2,2,B005,Tanta,Mr. Omar
ORD000193,2024-12-06,16:44:13,CUST2590,Tamer Sayed,Tanta,1286764444,tamer.sayed@example.com,6.0,3,Soft Drink (Can),Drink,18,4,0.0,Card,72,10.08,8.64,0,90.72,0.0,90.72,Dine-in,Mona,1,3,B004,Mansoura,Mrs. Laila
